x_GeV_per_c2,y_cm2
3.250379362670713146e+00,6.205341375269070752e-44
3.253414264036418757e+00,6.166009888583984387e-44
3.256449165402124368e+00,6.127747281030199720e-44
3.259484066767829979e+00,6.089514247849695832e-44
3.262518968133535591e+00,6.051316775130013041e-44
3.265553869499241202e+00,6.013654523229522817e-44
3.268588770864946813e+00,5.976007583029569589e-44
3.271623672230652424e+00,5.939382456089044900e-44
3.274658573596358035e+00,5.902771603831950322e-44
3.277693474962063647e+00,5.866180502793570239e-44
3.280728376327769258e+00,5.830093248672654951e-44
3.283763277693474869e+00,5.794506007916740375e-44
3.286798179059180480e+00,5.759414992550672554e-44
3.289833080424886091e+00,5.724322039729859465e-44
3.292867981790591703e+00,5.689232179037112516e-44
3.295902883156297314e+00,5.655103066655958329e-44
3.298937784522002925e+00,5.620974984263089946e-44
3.301972685887708536e+00,5.587311520721128095e-44
3.305007587253414147e+00,5.554108891518721806e-44
3.308042488619119759e+00,5.520909768047112374e-44
3.311077389984825370e+00,5.488169168550213971e-44
3.314112291350530981e+00,5.455411923890731261e-44
3.317147192716236592e+00,5.423556178504365344e-44
3.320182094081942203e+00,5.391681511321497918e-44
3.323216995447647815e+00,5.359792029891409793e-44
3.326251896813353426e+00,5.328789519713326878e-44
3.329286798179059037e+00,5.297769432850791125e-44
3.332321699544764648e+00,5.266735501846478109e-44
3.335356600910470259e+00,5.236121354757897491e-44
3.338391502276175871e+00,5.205922873025437315e-44
3.341426403641881482e+00,5.176135999556530452e-44
3.344461305007587093e+00,5.146312241159806143e-44
3.347496206373292704e+00,5.116896986502975742e-44
3.350531107738998315e+00,5.087886044598207167e-44
3.353566009104704371e+00,5.058838348035864202e-44
3.356600910470409538e+00,5.029757046580749094e-44
3.359635811836115593e+00,5.001487853826540236e-44
3.362670713201820760e+00,4.973181392184920342e-44
3.365705614567526816e+00,4.944840515709221701e-44
3.368740515933231983e+00,4.917296464507151611e-44
3.371775417298938038e+00,4.889714010155104910e-44
3.374810318664643205e+00,4.862495196441967758e-44
3.377845220030349260e+00,4.835635870274836143e-44
3.380880121396054427e+00,4.808736862842147955e-44
3.383915022761760483e+00,4.782193361249164391e-44
3.386949924127465650e+00,4.756001123945415010e-44
3.389984825493171705e+00,4.729767384412027924e-44
3.393019726858876872e+00,4.703880654400161213e-44
3.396054628224582927e+00,4.678336616907194905e-44
3.399089529590288095e+00,4.653131025761244292e-44
3.402124430955994150e+00,4.627859987160819541e-44
3.405159332321699317e+00,4.602923189698774756e-44
3.408194233687405372e+00,4.578316317809178084e-44
3.411229135053110539e+00,4.553641820603434198e-44
3.414264036418816595e+00,4.529292812810990245e-44
3.417298937784521762e+00,4.505264920282036335e-44
3.420333839150227817e+00,4.481166794940644132e-44
3.423368740515932984e+00,4.457385141773004780e-44
3.426403641881639039e+00,4.433915537829233069e-44
3.429438543247344207e+00,4.410753634587105774e-44
3.432473444613050262e+00,4.387534680526290648e-44
3.435508345978755429e+00,4.364618499911649769e-44
3.438543247344461484e+00,4.342000705815570846e-44
3.441578148710166651e+00,4.319322113518456954e-44
3.444613050075872707e+00,4.296936822448639935e-44
3.447647951441577874e+00,4.274840414947477280e-44
3.450682852807283929e+00,4.252679151557835079e-44
3.453717754172989540e+00,4.230801546740587804e-44
3.456752655538695151e+00,4.209203159024631888e-44
3.459787556904400763e+00,4.187535577721667661e-44
3.462822458270106374e+00,4.166141865831158435e-44
3.465857359635811985e+00,4.145017564321451561e-44
3.468892261001517596e+00,4.123819480051146301e-44
3.471927162367223207e+00,4.103239725821285001e-44
3.474962063732928819e+00,4.082580666315074502e-44
3.477996965098634430e+00,4.061842998191631440e-44
3.481031866464340041e+00,4.041708345725597397e-44
3.484066767830045652e+00,4.021489473519340571e-44
3.487101669195751263e+00,4.001532553456715834e-44
3.490136570561456875e+00,3.981833008180558809e-44
3.493171471927162486e+00,3.962044129132797543e-44
3.496206373292868097e+00,3.942506882597169413e-44
3.499241274658573708e+00,3.923216694299175748e-44
3.502276176024279319e+00,3.904169067761816819e-44
3.505311077389984931e+00,3.885040391054130472e-44
3.508345978755690542e+00,3.866482351673824377e-44
3.511380880121396153e+00,3.847837365337425256e-44
3.514415781487101764e+00,3.829105613259249516e-44
3.517450682852807375e+00,3.810929334312967676e-44
3.520485584218512987e+00,3.792660347386244999e-44
3.523520485584218598e+00,3.774624743677227233e-44
3.526555386949924209e+00,3.756817965960196459e-44
3.529590288315629820e+00,3.738912596901185567e-44
3.532625189681335431e+00,3.721230038732216864e-44
3.535660091047041043e+00,3.703461476845182646e-44
3.538694992412746654e+00,3.686227782192982949e-44
3.541729893778452265e+00,3.668901753196590399e-44
3.544764795144157876e+00,3.651483142185552348e-44
3.547799696509863487e+00,3.634584058529136219e-44
3.550834597875569099e+00,3.617586057126592486e-44
3.553869499241274710e+00,3.600799815660816767e-44
3.556904400606980321e+00,3.584220705411572726e-44
3.559939301972685932e+00,3.567844175066581132e-44
3.562974203338391543e+00,3.551373971123759814e-44
3.566009104704097155e+00,3.534809553874795872e-44
3.569044006069802766e+00,3.518743229479463691e-44
3.572078907435508377e+00,3.502576072892845679e-44
3.575113808801213988e+00,3.486608624282682968e-44
3.578148710166919599e+00,3.470836195240768335e-44
3.581183611532625211e+00,3.455254175229036502e-44
3.584218512898330822e+00,3.439575437214900993e-44
3.587253414264036433e+00,3.424376236564470220e-44
3.590288315629742044e+00,3.409073692132712408e-44
3.593323216995447655e+00,3.393960194412400702e-44
3.596358118361153267e+00,3.379031128523974255e-44
3.599393019726858878e+00,3.363991400669699335e-44
3.602427921092564489e+00,3.349129500946647342e-44
3.605462822458270100e+00,3.334166920253040441e-44
3.608497723823975711e+00,3.319662057254858426e-44
3.611532625189681323e+00,3.305049700059012523e-44
3.614567526555386934e+00,3.290613108333082196e-44
3.617602427921092545e+00,3.276347640243986047e-44
3.620637329286798156e+00,3.262248729061727848e-44
3.623672230652503767e+00,3.248045024819782986e-44
3.626707132018209379e+00,3.234014734880709833e-44
3.629742033383914990e+00,3.220153159888482450e-44
3.632776934749620601e+00,3.206455676358789077e-44
3.635811836115326212e+00,3.192655429053849254e-44
3.638846737481031823e+00,3.179286910371023369e-44
3.641881638846737435e+00,3.165808693533193576e-44
3.644916540212443046e+00,3.152491860485272116e-44
3.647951441578148657e+00,3.139073908339905097e-44
3.650986342943854268e+00,3.126080223036979528e-44
3.654021244309559879e+00,3.112978329934844510e-44
3.657056145675265491e+00,3.100034642264443877e-44
3.660091047040971102e+00,3.087244520225623889e-44
3.663125948406676713e+00,3.074603397039744252e-44
3.666160849772382324e+00,3.061855217816737478e-44
3.669195751138087935e+00,3.049261883090345470e-44
3.672230652503793547e+00,3.036818717162539643e-44
3.675265553869499158e+00,3.024521117528975773e-44
3.678300455235204769e+00,3.012117080168342674e-44
3.681335356600910380e+00,2.999864122098872634e-44
3.684370257966615991e+00,2.987757539463613478e-44
3.687405159332321603e+00,2.975792701568177341e-44
3.690440060698027214e+00,2.963721552293664994e-44
3.693474962063732825e+00,2.952039867136702118e-44
3.696509863429438436e+00,2.940244656940937062e-44
3.699544764795144047e+00,2.928587248287189087e-44
3.702579666160849658e+00,2.916823412958037292e-44
3.705614567526555270e+00,2.905440975991437689e-44
3.708649468892260881e+00,2.893944803574778542e-44
3.711684370257966492e+00,2.882582152740349493e-44
3.714719271623672103e+00,2.871348419816648439e-44
3.717754172989377714e+00,2.860239070379846141e-44
3.720789074355083326e+00,2.849015564951957459e-44
3.723823975720788937e+00,2.837921216104929807e-44
3.726858877086494548e+00,2.826951403225983663e-44
3.729893778452200159e+00,2.816101574716104162e-44
3.732928679817905770e+00,2.805136778743295502e-44
3.735963581183611382e+00,2.794296481822472295e-44
3.738998482549316993e+00,2.783576051596987190e-44
3.742033383915022604e+00,2.772970924399453135e-44
3.745068285280728215e+00,2.762488240466019118e-44
3.748103186646433826e+00,2.751897344023901240e-44
3.751138088012139438e+00,2.741658202184299513e-44
3.754172989377845049e+00,2.731303405035817161e-44
3.757207890743550660e+00,2.721066003345701588e-44
3.760242792109256271e+00,2.710718718712931668e-44
